title	lnbr	line	enca_position	enca_type	rule_ids
Agustini,_Delmira__321~~Amor__1057_annot	14	{en P} {una D} {flor N} {de P} {fuego N} {deshojada G} {por P} {dos D} {... O}	O	""	""
Agustini,_Delmira__321~~Añoranza__1062_annot	1	{Íbamos V} {en P} {la D} {tarde N} {que Q} {caía V}	B	"sirrem_verb_adv"	"pp11"
Agustini,_Delmira__321~~Añoranza__1062_annot	2	{rápidamente A} {sobre P} {los D} {caminos N} {. O}	I	"sirrem_verb_adv"	"pp11"
Agustini,_Delmira__321~~Añoranza__1062_annot	3	{Su D} {belleza N} {, O} {algo Q} {exótica G} {, O} {ponía V}	B	"enlace_od_verb"	"ld02"
Agustini,_Delmira__321~~Añoranza__1062_annot	4	{aspavientos N} {en P} {ojos N} {campesinos G} {. O}	I	"enlace_od_verb"	"ld02"
Agustini,_Delmira__321~~Añoranza__1062_annot	5	{-Gozaremos V} {el D} {libro N} {- O} {me Q} {decía V}	O	""	""
Agustini,_Delmira__321~~Añoranza__1062_annot	6	{de P} {tus D} {epigramáticos G} {y C} {finos G}	B	"sirrem_adj_noun"	"pp02"
Agustini,_Delmira__321~~Añoranza__1062_annot	7	{versos N} {. O} {En P} {el D} {crepúsculo N} {moría V}	IB	"sirrem_adj_noun
enlace_subj_verb"	"pp02
ld01"
Agustini,_Delmira__321~~Añoranza__1062_annot	8	{un D} {desfile N} {de P} {pájaros N} {marinos N} {... O}	I	"enlace_subj_verb"	"ld01"
Agustini,_Delmira__321~~Añoranza__1062_annot	9	{Debajo A} {de P} {nosotros Q} {, O} {la D} {espesura N}	B	"enlace_subj_verb"	"ld01"
Agustini,_Delmira__321~~Añoranza__1062_annot	10	{aprisionaba V} {en P} {forma N} {de P} {herradura N}	IB	"enlace_subj_verb
enlace_od_verb"	"ld01
ld02"
Agustini,_Delmira__321~~Añoranza__1062_annot	11	{la D} {población N} {. O} {Y C} {de P} {un D} {charco N} {amarillo G}	I	"enlace_od_verb"	"ld02"
Agustini,_Delmira__321~~Añoranza__1062_annot	12	{surgió V} {la D} {luna N} {de P} {color N} {de P} {argento N} {, O}	O	""	""
Agustini,_Delmira__321~~Añoranza__1062_annot	13	{y C} {a P} {lo D} {lejos A} {, O} {con P} {un D} {recogimiento N}	B	"sirrem_adj_noun"	"pp02"
Agustini,_Delmira__321~~Añoranza__1062_annot	14	{sentimental G} {, O} {lloraba V} {un D} {caramillo N} {... O}	I	"sirrem_adj_noun"	"pp02"
Agustini,_Delmira__321~~Desde_lejos__1068_annot	1	{En P} {el D} {silencio N} {siento V} {pasar V} {hora N} {tras P} {hora N} {, O}	O	""	""
Agustini,_Delmira__321~~Desde_lejos__1068_annot	2	{como C} {un D} {cortejo N} {lento G} {, O} {acompasado G} {y C} {frío G} {... O}	O	""	""
Agustini,_Delmira__321~~Desde_lejos__1068_annot	3	{¡ O} {Ah O} {! O} {Cuando C} {tú Q} {estás V} {lejos A} {, O} {mi D} {vida N} {toda D} {llora V} {, O}	O	""	""
Agustini,_Delmira__321~~Desde_lejos__1068_annot	4	{y C} {al P} {rumor N} {de P} {tus D} {pasos N} {hasta P} {en P} {sueños N} {sonrío G} {. O}	O	""	""
Agustini,_Delmira__321~~Desde_lejos__1068_annot	5	{Yo Q} {sé V} {que C} {volverás. V} {que C} {brillará V} {otra D} {aurora N}	O	""	""
Agustini,_Delmira__321~~Desde_lejos__1068_annot	6	{en P} {mi D} {horizonte N} {, O} {grave G} {como C} {un D} {ceño N} {sombrío G} {; O}	O	""	""
Agustini,_Delmira__321~~Desde_lejos__1068_annot	7	{revivirá V} {en P} {mis D} {bosques N} {tu D} {gran G} {risa N} {sonora G}	B	"oracional"	"cp01"
Agustini,_Delmira__321~~Desde_lejos__1068_annot	8	{que Q} {los D} {cruzaba V} {alegre G} {como C} {el D} {cristal N} {de P} {un D} {río N} {. O}	I	"oracional"	"cp01"
Agustini,_Delmira__321~~Desde_lejos__1068_annot	9	{Un D} {día N} {, O} {al P} {encontrarnos V} {tristes G} {en P} {el D} {camino N} {, O}	O	""	""
Agustini,_Delmira__321~~Desde_lejos__1068_annot	10	{yo Q} {puse V} {entre P} {tus D} {manos N} {pálidas G} {mi D} {destino N}	O	""	""
Agustini,_Delmira__321~~Desde_lejos__1068_annot	11	{¡ O} {y C} {nada Q} {de P} {más A} {grande G} {jamás A} {han V} {de P} {ofrecerte N} {! O}	O	""	""
Agustini,_Delmira__321~~Desde_lejos__1068_annot	12	{Mi D} {alma N} {es V} {frente A} {a P} {tu D} {alma N} {como C} {el D} {mar N} {frente A} {al P} {cielo N} {: O}	O	""	""
Agustini,_Delmira__321~~Desde_lejos__1068_annot	13	{pasarán V} {entre P} {ellas Q} {, O} {tal D} {la D} {sombra N} {de P} {un D} {vuelo N} {, O}	O	""	""
Agustini,_Delmira__321~~Desde_lejos__1068_annot	14	{¡ O} {la D} {Tormenta R} {y C} {el D} {Tiempo R} {y C} {la D} {Vida R} {y C} {la D} {Muerte R} {! O}	O	""	""
Agustini,_Delmira__321~~El_arroyo__1047_annot	1	{¿ O} {Te Q} {acuerdas N} {? O} {El D} {arroyo N} {fue V} {la D} {serpiente N} {buena G} {... O}	O	""	""
Agustini,_Delmira__321~~El_arroyo__1047_annot	2	{Fluía V} {triste G} {y C} {triste G} {como C} {un D} {llanto N} {de P} {ciego N} {, O}	O	""	""
Agustini,_Delmira__321~~El_arroyo__1047_annot	3	{cuando C} {en P} {las D} {piedras N} {grises G} {donde Q} {arraiga V} {la D} {pena N} {, O}	O	""	""
Agustini,_Delmira__321~~El_arroyo__1047_annot	4	{como C} {un D} {inmenso G} {lirio N} {se Q} {levantó V} {tu D} {ruego N} {. O}	O	""	""
Agustini,_Delmira__321~~El_arroyo__1047_annot	5	{Mi D} {corazón N} {, O} {la D} {piedra N} {más A} {gris G} {y C} {más A} {serena G} {, O}	O	""	""
Agustini,_Delmira__321~~El_arroyo__1047_annot	6	{despertó V} {en P} {la D} {caricia N} {de P} {la D} {corriente N} {y C} {luego A}	B	"sirrem_verb_adv"	"pp11"
Agustini,_Delmira__321~~El_arroyo__1047_annot	7	{sintió V} {como C} {la D} {tarde N} {, O} {con P} {manos N} {de P} {agarena N} {, O}	I	"sirrem_verb_adv"	"pp11"
Agustini,_Delmira__321~~El_arroyo__1047_annot	8	{prendía V} {sobre P} {él Q} {una D} {rosa N} {de P} {fuego N} {. O}	O	""	""
Agustini,_Delmira__321~~El_arroyo__1047_annot	9	{Y C} {mientras C} {la D} {serpiente N} {del P} {arroyo N} {blandía V}	B	"enlace_od_verb"	"ld02"
Agustini,_Delmira__321~~El_arroyo__1047_annot	10	{el D} {veneno N} {divino G} {de P} {la D} {melancolía N} {, O}	I	"enlace_od_verb"	"ld02"
Agustini,_Delmira__321~~El_arroyo__1047_annot	11	{tocada G} {de P} {crepúsculo N} {me Q} {abrumó V} {tu D} {cabeza N} {, O}	O	""	""
Agustini,_Delmira__321~~El_arroyo__1047_annot	12	{la D} {coroné N} {de P} {un D} {beso N} {fatal G} {, O} {en P} {la D} {corriente N}	O	""	""
Agustini,_Delmira__321~~El_arroyo__1047_annot	13	{vi V} {pasar V} {un D} {cadáver N} {de P} {fuego N} {... O} {Y C} {locamente A}	O	""	""
Agustini,_Delmira__321~~El_arroyo__1047_annot	14	{me Q} {derrumbó V} {en P} {tu D} {abrazo N} {profundo G} {la D} {tristeza N} {. O}	O	""	""
Agustini,_Delmira__321~~El_intruso__1061_annot	1	{Amor R} {, O} {la D} {noche N} {estaba V} {trágica G} {y C} {sollozante G}	O	""	""
Agustini,_Delmira__321~~El_intruso__1061_annot	2	{cuando C} {tu D} {llave N} {de P} {oro N} {cantó V} {en P} {mi D} {cerradura N} {; O}	O	""	""
Agustini,_Delmira__321~~El_intruso__1061_annot	3	{luego A} {, O} {la D} {puerta N} {abierta G} {sobre P} {la D} {sombra N} {helante G} {, O}	O	""	""
Agustini,_Delmira__321~~El_intruso__1061_annot	4	{tu D} {sombra N} {fue V} {una D} {mancha N} {de P} {luz N} {y C} {de P} {blancura N} {. O}	O	""	""
Agustini,_Delmira__321~~El_intruso__1061_annot	5	{Todo D} {aquí A} {lo Q} {alumbraron V} {tus D} {ojos N} {de P} {diamante N} {; O}	O	""	""
Agustini,_Delmira__321~~El_intruso__1061_annot	6	{bebieron V} {en P} {mi D} {copa N} {tus D} {labios N} {de P} {frescura N} {, O}	O	""	""
Agustini,_Delmira__321~~El_intruso__1061_annot	7	{y C} {descansó V} {en P} {mi D} {almohada N} {tu D} {cabeza N} {fragante G} {; O}	O	""	""
Agustini,_Delmira__321~~El_intruso__1061_annot	8	{me Q} {encantó V} {tu D} {descaro N} {y C} {adoré V} {tu D} {locura N} {. O}	O	""	""
Agustini,_Delmira__321~~El_intruso__1061_annot	9	{Y C} {hoy A} {río N} {si C} {tu D} {ríes V} {, O} {y C} {canto N} {si C} {tú Q} {cantas V} {; O}	O	""	""
Agustini,_Delmira__321~~El_intruso__1061_annot	10	{y C} {si C} {tú Q} {duermes N} {, O} {duermo N} {como C} {un D} {perro N} {a P} {tus D} {plantas N} {. O}	O	""	""
Agustini,_Delmira__321~~El_intruso__1061_annot	11	{Hoy A} {llevo V} {hasta P} {en P} {mi D} {sombra N} {tu D} {olor N} {de P} {primavera N} {; O}	O	""	""
Agustini,_Delmira__321~~El_intruso__1061_annot	12	{y C} {tiemblo N} {si C} {tu D} {mano N} {toca V} {la D} {cerradura N} {, O}	O	""	""
Agustini,_Delmira__321~~El_intruso__1061_annot	13	{¡ O} {y C} {bendigo V} {la D} {noche N} {sollozante G} {y C} {oscura G}	B	"oracional"	"cp01"
Agustini,_Delmira__321~~El_intruso__1061_annot	14	{que Q} {floreció V} {en P} {mi D} {vida N} {tu D} {boca N} {tempranera G} {! O}	I	"oracional"	"cp01"
Agustini,_Delmira__321~~El_nudo__1073_annot	1	{Su D} {idilio N} {fue V} {una D} {larga G} {sonrisa N} {a P} {cuatro D} {labios N} {. O}	O	""	""
Agustini,_Delmira__321~~El_nudo__1073_annot	2	{En P} {el D} {regazo N} {cálido G} {de P} {rubia G} {primavera N} {. O}	O	""	""
Agustini,_Delmira__321~~El_nudo__1073_annot	3	{Amáronse R} {talmente A} {que C} {entre P} {sus D} {dedos N} {sabios N}	B	"enlace_subj_verb"	"ld01"
Agustini,_Delmira__321~~El_nudo__1073_annot	4	{palpitó V} {la D} {divina G} {forma N} {de P} {la D} {Quimera R} {. O}	I	"enlace_subj_verb"	"ld01"
Agustini,_Delmira__321~~El_nudo__1073_annot	5	{En P} {los D} {palacios N} {fúlgidos G} {de P} {las D} {tardes N} {en P} {calma N}	O	""	""
Agustini,_Delmira__321~~El_nudo__1073_annot	6	{hablábanse V} {un D} {lenguaje N} {sentido N} {como C} {un D} {lloro N} {, O}	O	""	""
Agustini,_Delmira__321~~El_nudo__1073_annot	7	{y C} {se Q} {besaban V} {hondo G} {hasta P} {morderse V} {el D} {alma N} {! O}	O	""	""
Agustini,_Delmira__321~~El_nudo__1073_annot	8	{Las D} {horas N} {deshojáronse G} {como C} {flores N} {de P} {oro N} {. O}	O	""	""
Agustini,_Delmira__321~~El_nudo__1073_annot	9	{Y C} {el D} {Destino R} {interpuso V} {sus D} {dos D} {manos N} {heladas N} {... O}	O	""	""
Agustini,_Delmira__321~~El_nudo__1073_annot	10	{¡ O} {Ah O} {! O} {los D} {cuerpos N} {cedieron V} {, O} {mas A} {las D} {almas N} {trenzadas G}	B	"enlace_subj_verb"	"ld01"
Agustini,_Delmira__321~~El_nudo__1073_annot	11	{son V} {el D} {más A} {intrincado G} {nudo N} {que Q} {nunca A} {fue V} {. O}	I	"enlace_subj_verb"	"ld01"
Agustini,_Delmira__321~~El_nudo__1073_annot	12	{En P} {lucha N} {con P} {sus D} {locos N} {enredos G} {sobrehumanos G}	O	""	""
Agustini,_Delmira__321~~El_nudo__1073_annot	13	{las D} {Furias R} {de P} {la D} {vida N} {se Q} {rompieron V} {las D} {manos N}	O	""	""
Agustini,_Delmira__321~~El_nudo__1073_annot	14	{y C} {fatigó V} {sus D} {dedos N} {supremos G} {Ananké R} {... O}	O	""	""
Agustini,_Delmira__321~~El_vampiro__1056_annot	1	{En P} {el D} {regazo N} {de P} {la D} {tarde N} {triste G}	O	""	""
Agustini,_Delmira__321~~El_vampiro__1056_annot	2	{yo Q} {invoqué V} {tu D} {dolor N} {... O} {Sentirlo R} {era V}	O	""	""
Agustini,_Delmira__321~~El_vampiro__1056_annot	3	{¡ O} {sentirse V} {el D} {corazón N} {! O} {Palideciste R}	O	""	""
Agustini,_Delmira__321~~El_vampiro__1056_annot	4	{hasta P} {la D} {voz N} {, O} {tus D} {párpados N} {de P} {cera N} {. O}	O	""	""
Agustini,_Delmira__321~~El_vampiro__1056_annot	5	{Bajaron V} {... O} {y C} {callaste V} {... O} {Pareciste V}	B	"enlace_od_verb"	"ld02"
Agustini,_Delmira__321~~El_vampiro__1056_annot	6	{oír V} {pasar V} {la D} {Muerte R} {... O} {Yo Q} {que C} {abriera V}	IB	"enlace_od_verb
enlace_subj_verb"	"ld02
ld01"
Agustini,_Delmira__321~~El_vampiro__1056_annot	7	{tu D} {herida N} {mordí G} {en P} {ella Q} {- O} {¿ O} {me Q} {sentiste V} {? O} {- O}	I	"enlace_subj_verb"	"ld01"
Agustini,_Delmira__321~~El_vampiro__1056_annot	8	{¡ O} {Como C} {en P} {el D} {oro N} {de P} {un D} {panal N} {mordiera V} {! O}	O	""	""
Agustini,_Delmira__321~~El_vampiro__1056_annot	9	{Y C} {exprimí V} {más A} {, O} {traidora V} {, O} {dulcemente A}	B	"enlace_od_verb"	"ld02"
Agustini,_Delmira__321~~El_vampiro__1056_annot	10	{tu D} {corazón N} {herido G} {mortalmente A} {, O}	I	"enlace_od_verb"	"ld02"
Agustini,_Delmira__321~~El_vampiro__1056_annot	11	{por P} {la D} {cruel G} {daga N} {rara G} {y C} {exquisita G}	B	"sirrem_adj_prep"	"pp07"
Agustini,_Delmira__321~~El_vampiro__1056_annot	12	{de P} {un D} {mal N} {sin P} {nombre N} {, O} {¡ O} {hasta P} {sangrarlo V} {en P} {llanto N} {! O}	I	"sirrem_adj_prep"	"pp07"
Agustini,_Delmira__321~~El_vampiro__1056_annot	13	{Y C} {las D} {mil D} {bocas N} {de P} {mi D} {sed N} {maldita G}	B	"enlace_subj_verb"	"ld01"
Agustini,_Delmira__321~~El_vampiro__1056_annot	14	{tendí V} {a P} {esa D} {fuente N} {abierta G} {en P} {tu D} {quebranto G} {. O}	I	"enlace_subj_verb"	"ld01"
Agustini,_Delmira__321~~El_vampiro__1056_annot	15	{¿ O} {Por P} {qué Q} {fui V} {tu D} {vampiro N} {de P} {amargura N} {? O}	O	""	""
Agustini,_Delmira__321~~El_vampiro__1056_annot	16	{¿ O} {Soy V} {flor N} {o C} {estirpe N} {de P} {una D} {especie N} {oscura G}	B	"oracional"	"cp01"
Agustini,_Delmira__321~~El_vampiro__1056_annot	17	{que Q} {come V} {llagas N} {y C} {que Q} {bebe V} {el D} {llanto N} {? O}	I	"oracional"	"cp01"
Agustini,_Delmira__321~~Elegías_dulces__1059_annot	1	{Hoy A} {desde P} {el D} {gran G} {camino N} {, O} {bajo P} {el D} {sol N} {claro G} {y C} {fuerte G} {, O}	O	""	""
Agustini,_Delmira__321~~Elegías_dulces__1059_annot	2	{muda G} {como C} {una D} {lágrima N} {he V} {mirado V} {hacia P} {atrás A} {. O}	O	""	""
Agustini,_Delmira__321~~Elegías_dulces__1059_annot	3	{Y C} {tu D} {voz N} {, O} {de P} {mi D} {lejos A} {, O} {con P} {un D} {olor N} {de P} {muerte N} {, O}	O	""	""
Agustini,_Delmira__321~~Elegías_dulces__1059_annot	4	{vino V} {a P} {aullarme V} {al P} {oído V} {un D} {triste G} {" O} {¡ O} {Nunca A} {más A} {! O} {" O}	O	""	""
Agustini,_Delmira__321~~Elegías_dulces__1059_annot	5	{Tan A} {triste G} {, O} {que Q} {he V} {llorado V} {hasta P} {quedar V} {inerte N} {... O}	O	""	""
Agustini,_Delmira__321~~Elegías_dulces__1059_annot	6	{¡ O} {Yo Q} {sé V} {que C} {estás V} {tan A} {lejos A} {que C} {nunca A} {volverás V} {! O}	O	""	""
Agustini,_Delmira__321~~Elegías_dulces__1059_annot	7	{No A} {hay V} {lágrimas N} {que Q} {laven V} {los D} {besos N} {de P} {la D} {Muerte R} {... O}	O	""	""
Agustini,_Delmira__321~~Elegías_dulces__1059_annot	8	{Almas Q} {, O} {hermanas N} {mías G} {, O} {nunca A} {miréis V} {atrás A} {! O}	O	""	""
Agustini,_Delmira__321~~Elegías_dulces__1059_annot	9	{Los D} {pasados G} {se Q} {cierran V} {como C} {los D} {ataúdes N} {; O}	O	""	""
Agustini,_Delmira__321~~Elegías_dulces__1059_annot	10	{al P} {otoño N} {las D} {hojas N} {en P} {dorados G} {aludes N}	B	"enlace_subj_verb"	"ld01"
Agustini,_Delmira__321~~Elegías_dulces__1059_annot	11	{ruedan V} {... O} {y C} {arde V} {en P} {los D} {troncos N} {la D} {nueva G} {floración N} {... O}	I	"enlace_subj_verb"	"ld01"
Agustini,_Delmira__321~~Elegías_dulces__1059_annot	12	{Las D} {noches N} {son V} {caminos N} {negros G} {de P} {las D} {auroras N} {... O}	O	""	""
Agustini,_Delmira__321~~Elegías_dulces__1059_annot	13	{Oyendo V} {deshojarse V} {tristemente A} {las D} {horas N}	B	"sirrem_adj_noun"	"pp02"
Agustini,_Delmira__321~~Elegías_dulces__1059_annot	14	{dulces G} {, O} {hablemos V} {de P} {otras D} {flores N} {al P} {corazón N} {. O}	I	"sirrem_adj_noun"	"pp02"
Agustini,_Delmira__321~~Explosión__1049_annot	1	{¡ O} {Si C} {la D} {vida N} {es V} {amor N} {, O} {bendita V} {sea V} {! O}	O	""	""
Agustini,_Delmira__321~~Explosión__1049_annot	2	{¡ O} {Quiero V} {más A} {vida N} {para P} {amar V} {! O} {Hoy A} {siento V}	B	"enlace_od_verb"	"ld02"
Agustini,_Delmira__321~~Explosión__1049_annot	3	{que C} {no A} {valen V} {mil D} {años N} {de P} {la D} {idea N}	IB	"enlace_od_verb
enlace_od_verb"	"ld02
ld02"
Agustini,_Delmira__321~~Explosión__1049_annot	4	{lo D} {que Q} {un D} {minuto N} {azul G} {del P} {sentimiento N} {. O}	I	"enlace_od_verb"	"ld02"
Agustini,_Delmira__321~~Explosión__1049_annot	5	{Mi D} {corazón N} {moría V} {triste G} {y C} {lento G} {... O}	O	""	""
Agustini,_Delmira__321~~Explosión__1049_annot	6	{Hoy A} {abre V} {en P} {luz N} {como C} {una D} {flor N} {febea G} {; O}	O	""	""
Agustini,_Delmira__321~~Explosión__1049_annot	7	{¡ O} {la D} {vida N} {brota G} {como C} {un D} {mar N} {violento G}	B	"oracional"	"cp01"
Agustini,_Delmira__321~~Explosión__1049_annot	8	{donde Q} {la D} {mano N} {del P} {amor N} {golpea V} {! O}	I	"oracional"	"cp01"
Agustini,_Delmira__321~~Explosión__1049_annot	9	{Hoy A} {, O} {partió V} {hacia P} {la D} {noche N} {, O} {triste G} {, O} {fría G} {, O}	O	""	""
Agustini,_Delmira__321~~Explosión__1049_annot	10	{rotas V} {las D} {alas N} {de P} {mi D} {melancolía N} {; O}	O	""	""
Agustini,_Delmira__321~~Explosión__1049_annot	11	{como C} {una D} {vieja G} {mancha N} {del P} {dolor N}	O	""	""
Agustini,_Delmira__321~~Explosión__1049_annot	12	{en P} {la D} {sombra N} {lejana G} {se Q} {deslíe V} {... O}	O	""	""
Agustini,_Delmira__321~~Explosión__1049_annot	13	{¡ O} {Mi D} {vida N} {toda D} {canta V} {, O} {besa V} {, O} {ríe O} {! O}	O	""	""
Agustini,_Delmira__321~~Explosión__1049_annot	14	{¡ O} {Mi D} {vida N} {toda D} {es V} {una D} {boca N} {en P} {flor N} {! O}	O	""	""
Agustini,_Delmira__321~~Florecimiento__1048_annot	1	{La D} {noche N} {entró V} {en P} {la D} {sal N} {adormecida G}	O	""	""
Agustini,_Delmira__321~~Florecimiento__1048_annot	2	{arrastrando V} {el D} {silencio N} {a P} {pasos N} {lentos G} {... O}	O	""	""
Agustini,_Delmira__321~~Florecimiento__1048_annot	3	{Los D} {sueños N} {son V} {tan A} {quedos G} {, O} {que Q} {una D} {herida N}	B	"enlace_subj_verb"	"ld01"
Agustini,_Delmira__321~~Florecimiento__1048_annot	4	{sangrar V} {se Q} {oiría V} {. O} {Rueda V} {en P} {los D} {momentos N}	IB	"enlace_subj_verb
enlace_subj_verb"	"ld01
ld01"
Agustini,_Delmira__321~~Florecimiento__1048_annot	5	{una D} {palabra N} {insólita G} {, O} {caída N}	I	"enlace_subj_verb"	"ld01"
Agustini,_Delmira__321~~Florecimiento__1048_annot	6	{como C} {una D} {hoja N} {de P} {otoño N} {... O} {Pensamientos N}	B	"sirrem_adj_noun"	"pp02"
Agustini,_Delmira__321~~Florecimiento__1048_annot	7	{suaves G} {tocan V} {mi D} {frente A} {dolorida G}	IB	"sirrem_adj_noun
enlace_od_verb"	"pp02
ld02"
Agustini,_Delmira__321~~Florecimiento__1048_annot	8	{tal D} {manos N} {frescas G} {, O} {¡ O} {ah O} {! O} {... O} {¿ O} {por P} {qué Q} {tormentos N}	IB	"enlace_od_verb
sirrem_adj_noun"	"ld02
pp02"
Agustini,_Delmira__321~~Florecimiento__1048_annot	9	{misteriosos G} {los D} {rostros N} {palidecen V}	IB	"sirrem_adj_noun
sirrem_verb_adv"	"pp02
pp11"
Agustini,_Delmira__321~~Florecimiento__1048_annot	10	{dulcemente A} {? O} {... O} {Tus N} {ojos N} {me Q} {parecen V}	I	"sirrem_verb_adv"	"pp11"
Agustini,_Delmira__321~~Florecimiento__1048_annot	11	{dos D} {semillas N} {de P} {luz N} {entre P} {las D} {sombra N} {, O}	O	""	""
Agustini,_Delmira__321~~Florecimiento__1048_annot	12	{y C} {hay V} {en P} {mi D} {alma N} {un D} {gran G} {florecimiento N}	O	""	""
Agustini,_Delmira__321~~Florecimiento__1048_annot	13	{si C} {en P} {mí Q} {los D} {fijas G} {; O} {si C} {los D} {bajas N} {, O} {siento V}	O	""	""
Agustini,_Delmira__321~~Florecimiento__1048_annot	14	{como C} {si C} {fuera V} {a P} {florecer V} {la D} {alfombra N} {. O}	O	""	""
Agustini,_Delmira__321~~Fue_al_pasar__1069_annot	1	{Yo Q} {creí V} {que C} {tus D} {ojos N} {anegaban V} {el D} {mundo N} {... O}	O	""	""
Agustini,_Delmira__321~~Fue_al_pasar__1069_annot	2	{Abiertos N} {como C} {bocas N} {en P} {clamor N} {... O} {Tan A} {dolientes G}	O	""	""
Agustini,_Delmira__321~~Fue_al_pasar__1069_annot	3	{que C} {un D} {corazón N} {partido N} {en P} {dos D} {trozos N} {ardientes G}	O	""	""
Agustini,_Delmira__321~~Fue_al_pasar__1069_annot	4	{parecieron V} {... O} {Fluían V} {de P} {tu D} {rostro N} {profundo G}	O	""	""
Agustini,_Delmira__321~~Fue_al_pasar__1069_annot	5	{como C} {dos D} {manantiales N} {graves G} {y C} {venenosos G} {... O}	O	""	""
Agustini,_Delmira__321~~Fue_al_pasar__1069_annot	6	{Fraguas R} {a P} {fuego N} {y C} {sombra N} {, O} {¡ O} {tus D} {pupilas N} {! O} {... O} {tan A} {hondas N}	O	""	""
Agustini,_Delmira__321~~Fue_al_pasar__1069_annot	7	{que C} {no A} {sé V} {desde P} {donde C} {me Q} {miraban V} {, O} {redondas G}	O	""	""
Agustini,_Delmira__321~~Fue_al_pasar__1069_annot	8	{y C} {oscuras G} {como C} {mundos N} {lontanos G} {y C} {medrosos G} {. O}	O	""	""
Agustini,_Delmira__321~~Fue_al_pasar__1069_annot	9	{¡ O} {Ah O} {, O} {tus D} {ojos N} {tristísimos G} {como C} {dos D} {galerías N}	B	"sirrem_adj_noun"	"pp02"
Agustini,_Delmira__321~~Fue_al_pasar__1069_annot	10	{abiertas G} {al P} {Poniente R} {! O} {... O} {¡ O} {Y C} {las D} {sendas D} {sombrías N}	IB	"sirrem_adj_noun
sirrem_noun_prep"	"pp02
pp06.1"
Agustini,_Delmira__321~~Fue_al_pasar__1069_annot	11	{de P} {tus D} {ojeras N} {donde Q} {reconocí V} {mis D} {rastros N} {! O} {... O}	I	"sirrem_noun_prep"	"pp06.1"
Agustini,_Delmira__321~~Fue_al_pasar__1069_annot	12	{¡ O} {Y C} {o C} {envolví V} {en P} {un D} {gran G} {gesto N} {mi D} {horror N} {como C} {en P} {un D} {velo N} {, O}	O	""	""
Agustini,_Delmira__321~~Fue_al_pasar__1069_annot	13	{y C} {me Q} {alejé V} {creyendo V} {que C} {cuajaba V} {en P} {el D} {cielo N}	B	"enlace_subj_verb"	"ld01"
Agustini,_Delmira__321~~Fue_al_pasar__1069_annot	14	{la D} {medianoche N} {húmeda G} {de P} {tu D} {mirar V} {sin P} {astros N} {! O}	I	"enlace_subj_verb"	"ld01"
